symbol,CurrentRatio_last,CurrentRatio_sec_last,CurrentRatio_third_last,DebtToEquity_last,DebtToEquity_sec_last,DebtToEquity_third_last,DebtToAssets_last,DebtToAssets_sec_last,DebtToAssets_third_last,Expenses_last,Expenses_sec_last,Expenses_third_last,Revenue_last,Revenue_sec_last,Revenue_third_last,EBIT_last,EBIT_sec_last,EBIT_third_last,EBITDA_last,EBITDA_sec_last,EBITDA_third_last,FreeCashFlow_last,FreeCashFlow_sec_last,FreeCashFlow_third_last,NetDebtToEBITDA_last,NetDebtToEBITDA_sec_last,NetDebtToEBITDA_third_last,InterestCoverageRatio_last,InterestCoverageRatio_sec_last,InterestCoverageRatio_third_last,IncomeQuality_last,IncomeQuality_sec_last,IncomeQuality_third_last,PayoutRatio_last,PayoutRatio_sec_last,PayoutRatio_third_last,SalesGeneralAndAdministrativeToRevenue_last,SalesGeneralAndAdministrativeToRevenue_sec_last,SalesGeneralAndAdministrativeToRevenue_third_last,ReturnOnTangibleAssets_last,ReturnOnTangibleAssets_sec_last,ReturnOnTangibleAssets_third_last,WorkingCapital_last,WorkingCapital_sec_last,WorkingCapital_third_last,TangibleAssetValue_last,TangibleAssetValue_sec_last,TangibleAssetValue_third_last,NetCurrentAssetValue_last,NetCurrentAssetValue_sec_last,NetCurrentAssetValue_third_last,RevenuePerShare_last,RevenuePerShare_sec_last,RevenuePerShare_third_last,InterestDebtPerShare_last,InterestDebtPerShare_sec_last,InterestDebtPerShare_third_last,ReturnOnEquity_last,ReturnOnEquity_sec_last,ReturnOnEquity_third_last,CapexPerShare_last,CapexPerShare_sec_last,CapexPerShare_third_last,QuickRatio_last,QuickRatio_sec_last,QuickRatio_third_last,CashRatio_last,CashRatio_sec_last,CashRatio_third_last,GrossProfitMargin_last,GrossProfitMargin_sec_last,GrossProfitMargin_third_last,ReturnOnAssets_last,ReturnOnAssets_sec_last,ReturnOnAssets_third_last,ReturnOnCapitalEmployed_last,ReturnOnCapitalEmployed_sec_last,ReturnOnCapitalEmployed_third_last,CompanyEquityMultiplier_last,CompanyEquityMultiplier_sec_last,CompanyEquityMultiplier_third_last,NetIncomePerEBT_last,NetIncomePerEBT_sec_last,NetIncomePerEBT_third_last,LongTermDebtToCapitalization_last,LongTermDebtToCapitalization_sec_last,LongTermDebtToCapitalization_third_last,TotalDebtToCapitalization_last,TotalDebtToCapitalization_sec_last,TotalDebtToCapitalization_third_last,FixedAssetTurnover_last,FixedAssetTurnover_sec_last,FixedAssetTurnover_third_last,OperatingCashFlowSalesRatio_last,OperatingCashFlowSalesRatio_sec_last,OperatingCashFlowSalesRatio_third_last,FreeCashFlowSalesRatio_last,FreeCashFlowSalesRatio_sec_last,FreeCashFlowSalesRatio_third_last,CashFlowCoverageRatio_last,CashFlowCoverageRatio_sec_last,CashFlowCoverageRatio_third_last,ShortTermCoverageRatio_last,ShortTermCoverageRatio_sec_last,ShortTermCoverageRatio_third_last,CapitalExpenditureCoverageRatio_last,CapitalExpenditureCoverageRatio_sec_last,CapitalExpenditureCoverageRatio_third_last,DividendPaidAndCapexCoverageRatio_last,DividendPaidAndCapexCoverageRatio_sec_last,DividendPaidAndCapexCoverageRatio_third_last,OperatingProfitMargin_last,OperatingProfitMargin_sec_last,OperatingProfitMargin_third_last,PretaxProfitMargin_last,PretaxProfitMargin_sec_last,PretaxProfitMargin_third_last,NetProfitMargin_last,NetProfitMargin_sec_last,NetProfitMargin_third_last,NIPerEBT_last,NIPerEBT_sec_last,NIPerEBT_third_last,EBTPerEBIT_last,EBTPerEBIT_sec_last,EBTPerEBIT_third_last,DebtRatio_last,DebtRatio_sec_last,DebtRatio_third_last,DebtEquityRatio_last,DebtEquityRatio_sec_last,DebtEquityRatio_third_last,CashFlowToDebtRatio_last,CashFlowToDebtRatio_sec_last,CashFlowToDebtRatio_third_last,AssetTurnover_last,AssetTurnover_sec_last,AssetTurnover_third_last,ReturnOnInvestedCapital_last,ReturnOnInvestedCapital_sec_last,ReturnOnInvestedCapital_third_last,buy
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.554285621908242,29.980794878634303,-2.2605993477324473,,,,,,,,,,,,,,,,,,,,,,,,,0.10828818262186315,0.03976460147893063,0.03216376583844294,,,,,,,,,,,,,0.0020345105053172466,0.0006785290910675389,0.0005407159150584575,,,,53.22566894535524,58.604121772241854,59.48366774994162,,,,,,,45.02231831032763,50.413494225523664,50.69450063136061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8458760444429607,0.8602380293565337,0.8522423473359269,45.02231831032763,50.413494225523664,50.69450063136061,0.0422217637510127,0.02364792162664408,-0.0014342657915447305,,,,,,,0.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.865571995669433,17.554285621908242,29.980794878634303,,,,,,,,,,,,,,,,,,,,,,,,,0.01856731489221275,0.10828818262186315,0.03976460147893063,,,,,,,,,,,,,0.00033899758621729525,0.0020345105053172466,0.0006785290910675389,,,,54.77123037776211,53.22566894535524,58.604121772241854,,,,,,,46.453805344719854,45.02231831032763,50.413494225523664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8481424467612609,0.8458760444429607,0.8602380293565337,46.453805344719854,45.02231831032763,50.413494225523664,-0.001944740731226121,0.0422217637510127,0.02364792162664408,,,,,,,0.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0748997995992,-4.865571995669433,17.554285621908242,,,,,,,,,,,,,,,,,,,,,,,,,0.012927691393467177,0.01856731489221275,0.10828818262186315,,,,,,,,,,,,,0.00024654370217174924,0.00033899758621729525,0.0020345105053172466,,,,52.43569914619593,54.77123037776211,53.22566894535524,,,,,,,44.34510005845311,46.453805344719854,45.02231831032763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8457043727940877,0.8481424467612609,0.8458760444429607,44.34510005845311,46.453805344719854,45.02231831032763,0.01897093976473403,-0.001944740731226121,0.0422217637510127,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.953795643818065,65.0748997995992,-4.865571995669433,,,,,,,,,,,,,,,,,,,,,,,,,0.01983453222555586,0.012927691393467177,0.01856731489221275,,,,,,,,,,,,,0.0003687942860274925,0.00024654370217174924,0.00033899758621729525,,,,53.78210286066432,52.43569914619593,54.77123037776211,,,,,,,45.5947326038859,44.34510005845311,46.453805344719854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8477677550468825,0.8457043727940877,0.8481424467612609,45.5947326038859,44.34510005845311,46.453805344719854,0.007375207328535548,0.01897093976473403,-0.001944740731226121,,,,,,,0.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.729910494737878,16.953795643818065,65.0748997995992,,,,,,,,,,,,,,,,,,,,,,,,,0.067950101754726,0.01983453222555586,0.012927691393467177,,,,,,,,,,,,,0.001224956104082955,0.0003687942860274925,0.00024654370217174924,,,,55.471458551239934,53.78210286066432,52.43569914619593,,,,,,,47.42941496880524,45.5947326038859,44.34510005845311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8550237582989436,0.8477677550468825,0.8457043727940877,47.42941496880524,45.5947326038859,44.34510005845311,0.01967025770430287,0.007375207328535548,0.01897093976473403,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.188958365106,13.729910494737878,16.953795643818065,,,,,,,,,,,,,,,,,,,,,,,,,0.010973581065928512,0.067950101754726,0.01983453222555586,,,,,,,,,,,,,0.00018657468120399372,0.001224956104082955,0.0003687942860274925,,,,58.81602474201959,55.471458551239934,53.78210286066432,,,,,,,50.73949752814104,47.42941496880524,45.5947326038859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8626815183565357,0.8550237582989436,0.8477677550468825,50.73949752814104,47.42941496880524,45.5947326038859,-0.009773149559262633,0.01967025770430287,0.007375207328535548,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3444787049527847,-45.188958365106,13.729910494737878,,,,,,,,,,,,,,,,,,,,,,,,,0.016569910396668774,0.010973581065928512,0.067950101754726,,,,,,,,,,,,,0.00029603594238041767,0.00018657468120399372,0.001224956104082955,,,,55.972630429367925,58.81602474201959,55.471458551239934,,,,,,,48.1568824682748,50.73949752814104,47.42941496880524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.860364826502913,0.8626815183565357,0.8550237582989436,48.1568824682748,50.73949752814104,47.42941496880524,-0.00046261075321836573,-0.009773149559262633,0.01967025770430287,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8077993676188417,-1.3444787049527847,-45.188958365106,,,,,,,,,,,,,,,,,,,,,,,,,0.05231851189937562,0.016569910396668774,0.010973581065928512,,,,,,,,,,,,,0.0009770878277929904,0.00029603594238041767,0.00018657468120399372,,,,53.54535223056737,55.972630429367925,58.81602474201959,,,,,,,46.345599380146595,48.1568824682748,50.73949752814104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8655391635221953,0.860364826502913,0.8626815183565357,46.345599380146595,48.1568824682748,50.73949752814104,0.004298539649711424,-0.00046261075321836573,-0.009773149559262633,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8077993676188417,-1.3444787049527847,,,,,,,,,,,,,,,,,,,,,,,,,,0.05231851189937562,0.016569910396668774,,,,,,,,,,,,,,0.0009770878277929904,0.00029603594238041767,,,,53.911559893395,53.54535223056737,55.972630429367925,,,,,,,46.65859430213694,46.345599380146595,48.1568824682748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8654654844786515,0.8655391635221953,0.860364826502913,46.65859430213694,46.345599380146595,48.1568824682748,-0.007679028176583174,0.004298539649711424,-0.00046261075321836573,,,,,,,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8077993676188417,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05231851189937562,,,,,,,,,,,,,,,0.0009770878277929904,,,,52.67303509917964,53.911559893395,53.54535223056737,,,,,,,45.75290219504325,46.65859430213694,46.345599380146595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8686209577423007,0.8654654844786515,0.8655391635221953,45.75290219504325,46.65859430213694,46.345599380146595,-0.005842159904779565,-0.007679028176583174,0.004298539649711424,,,,,,,1.0
